resort_name,name,location_type,latitude,longitude,elevation_feet,is_primary,notes,source_url
Grand Hirafu,Mt. Niseko Annupuri Shared Summit,summit,42.8047045,140.68749309999998,4291,false,"Official Niseko United page identifies Niseko Annupuri as 1,308 m and describes Annupuri, Grand Hirafu, Hanazono, and Niseko Village as four resorts on one mountain. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.",https://www.niseko.ne.jp/en/niseko/
Hanazano,Mt. Niseko Annupuri Shared Summit,summit,42.8047045,140.68749309999998,4291,false,"Official Niseko United page identifies Niseko Annupuri as 1,308 m and describes Annupuri, Grand Hirafu, Hanazono, and Niseko Village as four resorts on one mountain. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.",https://www.niseko.ne.jp/en/niseko/
Niseko Village,Mt. Niseko Annupuri Shared Summit,summit,42.8047045,140.68749309999998,4291,false,"Official Niseko United page identifies Niseko Annupuri as 1,308 m and describes Annupuri, Grand Hirafu, Hanazono, and Niseko Village as four resorts on one mountain. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.",https://www.niseko.ne.jp/en/niseko/
Annupuri,Niseko United Mountain Base Report,weather_station,42.8047045,140.68749309999998,984,false,"Official Niseko United weather/lift-status page reports conditions by resort and includes a Mountain base section; no precise base elevation or station coordinate is published in captured text, so elevation is approximate and should be superseded by resort-specific station metadata. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.",https://www.niseko.ne.jp/en/niseko-lift-status/
Grand Hirafu,Niseko United Mountain Base Report,weather_station,42.8047045,140.68749309999998,984,false,"Official Niseko United weather/lift-status page reports conditions by resort and includes a Mountain base section; no precise base elevation or station coordinate is published in captured text, so elevation is approximate and should be superseded by resort-specific station metadata. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.",https://www.niseko.ne.jp/en/niseko-lift-status/
Hanazano,Niseko United Mountain Base Report,weather_station,42.8047045,140.68749309999998,984,false,"Official Niseko United weather/lift-status page reports conditions by resort and includes a Mountain base section; no precise base elevation or station coordinate is published in captured text, so elevation is approximate and should be superseded by resort-specific station metadata. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.",https://www.niseko.ne.jp/en/niseko-lift-status/
Niseko Village,Niseko United Mountain Base Report,weather_station,42.8047045,140.68749309999998,984,false,"Official Niseko United weather/lift-status page reports conditions by resort and includes a Mountain base section; no precise base elevation or station coordinate is published in captured text, so elevation is approximate and should be superseded by resort-specific station metadata. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.",https://www.niseko.ne.jp/en/niseko-lift-status/
Furano Ski Resort,Peak Elevation,summit,43.19,142.19,3524,false,"Official Prince Snow Resorts Furano page lists peak elevation 1,074 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.",https://www.princehotels.com/en/ski/furano/index.html?gad_source=1
Furano Ski Resort,Furano Zone Summit Start,summit,43.19,142.19,3524,false,"Official Furano page describes first-track location as Furano Zone Summit Start; elevation uses the same official peak elevation of 1,074 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.",https://www.princehotels.com/en/ski/furano/index.html?gad_source=1
Rusutsu Resort,East Mt. Peak / East No.1 Gondola,summit,42.735,140.913,2848,false,Official Rusutsu Resort blog states the East No.1 gondola takes guests to the peak at 868 m elevation. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://rusutsu.com/en/blog/032/
Zao Onsen Ski Resort,Juhyo / Snow Monster High Elevation,summit,38.1672,140.3942,5449,false,Official Zao Onsen ski page describes the Juhyo/Snow Monster high-mountain area; elevation uses the commonly reported Juhyo-area summit elevation pending exact official station metadata. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://zao-spa.or.jp/english/ski/
APPI Resort,Maemori Mountain High Elevation,summit,39.99779,140.96633,4278,false,Official APPI Resort page identifies Maemori Mountain as the resort mountain; high-elevation value is retained as an approximate mountain-top anchor pending direct official course/station elevation capture. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://www.appi.co.jp/en/
Okushiga Kogen Ski Area,Highest Course Elevation,summit,36.7800252,138.5229161,6562,false,Official Shiga Kogen Mountain Resort live-status/data page lists Okushiga Kogen Ski Area highest altitude 2000 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://shigakogen-ski.or.jp/lift/okushigakogen/index-en.html
Yakebitaiyama Ski Area,Highest Course Elevation,summit,36.7507155,138.5184042,6562,false,Official Shiga Kogen Mountain Resort live-status/data page lists Yakebitaiyama Ski Area highest altitude 2000 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://www.shigakogen-ski.or.jp/lift/yakebitaiyama/index-en.html
Kumanoyu Ski Area,Highest Course Elevation,summit,36.6836,138.5070,6430,false,Official Shiga Kogen Mountain Resort live-status/data page lists Kumanoyu Ski Area highest altitude 1960 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://shigakogen-ski.or.jp/lift/kumanoyu/index-en.html
Ichinose Family Ski Area,Highest Course Elevation,summit,36.7381252,138.5085781,6365,false,Official Shiga Kogen Mountain Resort live-status/data page lists Ichinose Family Ski Area highest altitude 1940 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://shigakogen-ski.or.jp/lift/ichinosefamily/index-en.html
Terakoya Ski Area,Highest Course Elevation,summit,36.7311452,138.5214961,6759,false,Official Shiga Kogen Mountain Resort live-status/data page lists Terakoya Ski Area highest altitude 2060 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://shigakogen-ski.or.jp/lift/terakoya/index-en.html
Takamagahara Mammoth Ski Area,Highest Course Elevation,summit,36.7359,138.5047,6234,false,Official Shiga Kogen Mountain Resort live-status/data page lists Takamagahara Mammoth Ski Area highest altitude 1900 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://shigakogen-ski.or.jp/lift/takamagahara/index-en.html
Giant Ski Area,Highest Course Elevation,summit,36.7245,138.5050,5217,false,Official Shiga Kogen Mountain Resort live-status/data page lists Giant Ski Area highest altitude 1590 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://shigakogen-ski.or.jp/lift/giant/index-en.html
Hasuike Ski Area,Highest Course Elevation,summit,36.7168,138.4989,5217,false,Official Shiga Kogen Mountain Resort live-status/data page lists Hasuike Ski Area highest altitude 1590 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://www.shigakogen-ski.or.jp/lift/hasuike/index-en.html
Maruike Ski Area,Highest Course Elevation,summit,36.7144,138.5017,5135,false,Official Shiga Kogen Mountain Resort live-status/data page lists Maruike Ski Area highest altitude 1565 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://www.shigakogen-ski.or.jp/lift/maruike/index-en.html
Hoppo Bunadaira Ski Area,Highest Course Elevation,summit,36.7215,138.4930,5151,false,Official Shiga Kogen Mountain Resort live-status/data page lists Hoppo Bunadaira Ski Area highest altitude 1570 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://www.shigakogen-ski.or.jp/lift/hoppobunadaira/
Higashidateyama Ski Area,Highest Course Elevation,summit,36.7270679,138.5190092,6463,false,Official Shiga Kogen Mountain Resort live-status/data page lists Higashidateyama Ski Area highest altitude 1970 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://www.shigakogen-ski.or.jp/lift/higashitateyama/index-en.html
Nishidateyama Ski Area,Highest Course Elevation,summit,36.7278788,138.5007338,5676,false,Official Shiga Kogen Mountain Resort live-status/data page lists Nishidateyama Ski Area highest altitude 1730 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://shigakogen-ski.or.jp/lift/nishitateyma/
Ichinose Diamond Ski Area,Highest Course Elevation,summit,36.7400066,138.5092768,5577,false,Official Shiga Kogen Mountain Resort live-status/data page lists Ichinose Diamond Ski Area highest altitude 1700 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://www.shigakogen-ski.or.jp/lift/ichinosediamond/index-en.html
Ichinose Yamanokami Ski Area,Highest Course Elevation,summit,36.7440,138.5065,5577,false,Official Shiga Kogen Mountain Resort live-status/data page lists Ichinose Yamanokami Ski Area highest altitude 1700 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://www.shigakogen-ski.or.jp/lift/ichinoseyamanokami/index-en.html
Tannenomori Okojo Ski Area,Highest Course Elevation,summit,36.7330017,138.5153976,5955,false,Official Shiga Kogen Mountain Resort live-status/data page lists Tannenomori Okojo Ski Area highest altitude 1815 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://www.shigakogen-ski.or.jp/lift/tannenomoriokojo/index-en.html
Yokoteyama Ski Area,Highest Course Elevation,summit,36.6692,138.5264,7569,false,Official Shiga Kogen Mountain Resort live-status/data page lists Yokoteyama Ski Area highest altitude 2307 m. Source does not publish exact latitude/longitude for this point in captured text; coordinates reuse the resort forecast-point location and are approximate.,https://shigakogen-ski.or.jp/lift/yokoteyama-shibutoge/index-en.html
Whistler Mountain,Creekside Base,base,50.0615,-122.9574,2140,false,"Tourism Whistler stats identify Creekside elevation as 2,140 ft. Coordinates reuse the resort-level coordinate as an approximate point pending a specific station coordinate.",https://www.whistler.com/about-whistler/stats-facts/
Whistler Mountain,Whistler Peak,summit,50.0615,-122.9574,7160,false,"Official Whistler Blackcomb FAQ identifies Whistler Mountain peak elevation as 7,160 ft. Coordinates reuse the resort-level coordinate as approximate; this is a mountain-elevation reference, not a separately geolocated weather station.",https://www.whistlerblackcomb.com/the-mountain/about-the-mountain/mountain-info.aspx
Whistler Mountain,Highest Lift Accessed Elevation,forecast_point,50.0615,-122.9574,7497,false,"Official Whistler Blackcomb page reports highest lift-accessed elevation of 7,497 ft for the resort. Added as an upper-mountain forecast/elevation reference; not a named station coordinate.",https://www.whistlerblackcomb.com/the-mountain/about-the-mountain/mountain-info.aspx
Blackcomb Mountain,Blackcomb Top Elevation,summit,50.08,-122.894,7494,false,"Tourism Whistler stats table reports Blackcomb Mountain top elevation as 7,494 ft. Coordinates reuse the resort-level coordinate as approximate; this is a mountain-elevation reference, not a separately geolocated station.",https://www.whistler.com/about-whistler/stats-facts/
Blackcomb Mountain,Blackcomb Summit / Natural Peak,summit,50.08,-122.894,8019,false,"Official Whistler Blackcomb FAQ states Blackcomb Mountain reaches 8,019 ft. Coordinates reuse the resort-level coordinate as approximate; included as natural summit context and not as a lift/weather station.",https://www.whistlerblackcomb.com/the-mountain/about-the-mountain/mountain-info.aspx
Blackcomb Mountain,Highest Lift Accessed Elevation,forecast_point,50.08,-122.894,7497,false,"Official Whistler Blackcomb page reports highest lift-accessed elevation of 7,497 ft. Added as a practical upper-mountain forecast/elevation reference; coordinates approximate.",https://www.whistlerblackcomb.com/the-mountain/about-the-mountain/mountain-info.aspx
Stevens Pass,Mid Mountain Weather,mid_mountain,47.7448,-121.089,,false,"Official Stevens Pass weather report exposes a Mid Mountain Weather tab, but the crawl did not expose a reliable mid-mountain elevation. Coordinates reuse the resort coordinate pending a station-specific source.",https://www.stevenspass.com/the-mountain/mountain-conditions/weather-report.aspx
Stevens Pass,Peak Weather / Highest Elevation,summit,47.7448,-121.089,5845,false,"Official Stevens Pass mountain statistics report highest elevation of 5,845 ft; weather report exposes a Peak Weather tab. Coordinates reuse resort coordinate as approximate pending station-specific coordinates.",https://www.stevenspass.com/the-mountain/about-the-mountain/mountain-info.aspx
Alta Ski Area,Mid Mountain Weather,mid_mountain,40.5895561,-111.63663700000001,9662,false,"Official Alta weather page reports Mid Mountain weather at elevation 9,662 ft. Coordinates reuse the resort coordinate as approximate pending station-specific coordinates.",https://www.alta.com/weather
Alta Ski Area,Top of Collins Weather,summit,40.5895561,-111.63663700000001,10443,false,"Official Alta weather page reports Top of Collins weather at elevation 10,443 ft. Coordinates reuse the resort coordinate as approximate pending station-specific coordinates.",https://www.alta.com/weather
Alta Ski Area,Collins Study Plot,snow_stake,40.5895561,-111.63663700000001,9662,false,"Alta official season-recap/source material identifies the Collins Study Plot in Collins Gulch at 9,662 ft and says it records daily snowfall observations. Coordinates reuse the resort coordinate as approximate.",https://www.alta.com/stories/best-worst-season
Eldora Mountain Resort,USFS Eldora Ski Area Elevation,summit,39.95,-105.5625,10800,false,"US Forest Service Eldora Mountain Resort Ski Area page gives latitude 39.95, longitude -105.5625 and elevation 10,800 ft. Used as a reliable government upper-mountain/ski-area elevation reference, not a resort-published weather station.",https://www.fs.usda.gov/r02/arp/recreation/eldora-mountain-resort-ski-area
Eldora Mountain Resort,Official Snow Report / Conditions Link,weather_station,39.9366134,-105.5884097,,false,"Official Eldora maps page links to the full snow report / weather forecast, but station names/elevations were not exposed in crawlable page text. Coordinates reuse resort coordinate until a station-specific source is available.",https://www.eldora.com/the-mountain/maps/alpine-trail-map/
Alpental,Alpental Mid-Mountain,mid_mountain,47.444,-121.435699,,false,"Official Alpental mountain report identifies Alpental Mid-Mountain among weather stations, but the crawl did not expose a reliable elevation/coordinate. Coordinates reuse the resort/base coordinate as approximate.",https://www.summitatsnoqualmie.com/alpental/mountain-report
Alpental,Alpental Top / Upper Mountain Forecast,summit,47.444,-121.435699,5390,false,"Official Alpental page reports 2,290 vertical feet; combined with NWAC Alpental Base at 3,100 ft implies an approximate top elevation near 5,390 ft. This derived value is marked approximate, not an official station elevation; official report separately identifies Upper Mountain forecast.",https://www.summitatsnoqualmie.com/alpental
Summit Central / Summit West / Summit East,Summit West Area,base,47.401633,-121.420173,,false,Official Summit page identifies Summit West as one of the three distinct base areas. Specific elevation/coordinates were not found in crawlable official sources; coordinates reuse the aggregate resort coordinate as approximate.,https://www.summitatsnoqualmie.com/summit
Summit Central / Summit West / Summit East,Summit Central Area,base,47.401633,-121.420173,,false,Official Summit page identifies Summit Central as one of the three distinct base areas. Specific elevation/coordinates were not found in crawlable official sources; coordinates reuse the aggregate resort coordinate as approximate.,https://www.summitatsnoqualmie.com/summit
Summit Central / Summit West / Summit East,Summit East Area,base,47.401633,-121.420173,,false,Official Summit page identifies Summit East as one of the three distinct base areas. Specific elevation/coordinates were not found in crawlable official sources; coordinates reuse the aggregate resort coordinate as approximate.,https://www.summitatsnoqualmie.com/summit
Summit Central / Summit West / Summit East,Official Area Trail Maps,forecast_point,47.401633,-121.420173,,false,"Official trail-map page provides separate maps for Summit West, Summit Central, and Summit East. Added as a source-backed aggregate forecast/location reference; no station elevation in crawlable source.",https://www.summitatsnoqualmie.com/trail-maps
Blue Mountain,Official Mountain Stats Elevation Figure,other,44.505843,-80.317558,720,false,"Official Blue Mountain Mountain Stats page reports Elevation: 720 feet. Treated as a generic mountain/terrain figure, not a base/summit weather-station elevation; coordinates reuse resort coordinate as approximate.",https://www.bluemountain.ca/mountain/mountain-stats
Blue Mountain,Official Conditions Report / Webcams,weather_station,44.505843,-80.317558,,false,Official Blue Mountain mountain page states the conditions report and webcams provide current slope/weather context. Specific station coordinates/elevations were not exposed in crawlable text; coordinates remain approximate.,https://www.bluemountain.ca/mountain
Boyne Mountain,Official Mountain Report / Forecast,weather_station,45.162884,-84.93006700000001,,false,Official Boyne Mountain Mountain Report includes snow conditions and weather forecast. Station-specific elevation/coordinates were not exposed in crawlable text.,https://www.boynemountain.com/mountain-report
Boyne Mountain,Official Vertical Reference,other,45.162884,-84.93006700000001,500,false,Official Boyne Mountain Mountain Stats page reports 500 vertical feet. This is not a station elevation; added to document official mountain-scale vertical context without deriving base/summit elevations.,https://www.boynemountain.com/mountain-stats
Camelback Resort,Official Snow Report,weather_station,41.051389,-75.355278,,false,"Official Camelback conditions endpoint reports base depth, snowfall, lift/trail status, and links webcams. It does not expose station elevation/coordinates in crawlable text; coordinates reuse resort coordinate.",https://conditions.camelbackresort.com/conditions/
Camelback Resort,Camelback Mountain Summit,summit,41.042313,-75.3521284,2129,false,"TopoZone/USGS-derived summit reference for Camelback Mountain gives approximate elevation 2,129 ft and coordinates 41.042313, -75.3521284. Reliable map fallback; not an official resort weather station.",https://www.topozone.com/pennsylvania/monroe-pa/summit/camelback-mountain-8/feed/
Dollar Mountain,Dollar Mountain Top,summit,43.69045,-114.34599,6638,false,"Official Sun Valley Dollar Mountain page reports top elevation of 6,638 ft. Coordinates reuse resort coordinate as approximate pending a specific top-station coordinate.",https://www.sunvalley.com/the-mountain/dollar-mountain/
Dollar Mountain,Dollar Mountain Report / Conditions,weather_station,43.69045,-114.34599,,false,Official Dollar Mountain page includes current Dollar conditions and links to the mountain report and webcams. Station-specific elevation/coordinates were not exposed separately.,https://www.sunvalley.com/the-mountain/dollar-mountain/
Sun Valley Ski Area,Sunvalley Highest Altitude,summit,36.7164022,138.4782421,5200,false,"Official Shiga Kogen Sunvalley page reports highest altitude 1,585 m. Coordinates reuse resort coordinate as approximate; this is an official slope altitude, not a geolocated sensor.",https://shigakogen-ski.or.jp/lift/sunvalley/index.html
Sun Valley Ski Area,Sunvalley Live Status / Weather,weather_station,36.7164022,138.4782421,,false,"Official Shiga Kogen live status page reports weather, temperature, and snowfall for Sunvalley when in season. Station location/elevation is not separately identified, so coordinates remain approximate.",https://shigakogen-ski.or.jp/lift/sunvalley/index.html
Shibutoge Ski Area,Yokoteyama-Shibutoge Highest Altitude,summit,36.6696517,138.5290857,7569,false,"Official Shiga Kogen Yokoteyama/Shibutoge page reports highest altitude 2,307 m. Coordinates reuse existing resort coordinate as approximate.",https://www.shigakogen-ski.or.jp/lift/yokoteyama-shibutoge/
Shibutoge Ski Area,Yokoteyama-Shibutoge Live Status / Weather,weather_station,36.6696517,138.5290857,,false,"Official Shiga Kogen live status page reports weather, temperature, snowfall, and lift status for the Yokoteyama/Shibutoge area. Station-specific coordinates/elevation are not separately published in the crawled text.",https://www.shigakogen-ski.or.jp/lift/yokoteyama-shibutoge/
Mt.T,Highest Elevation of Ski Resort,summit,36.836498,138.962,4930,false,"Official Mt.T by Hoshino Resorts page reports highest elevation of the ski resort as 1,502 m / 4,930 ft. Coordinates reuse resort coordinate as approximate.",https://tanigawadake-joch.com/en/mt-t/
Mt.T,Official Conditions / Live Camera / Avalanche Info,weather_station,36.836498,138.962,,false,"Official Mt.T page includes Conditions, Lift Status, Live Camera, and Avalanche Info sections. Station-specific coordinates/elevations were not exposed in crawlable text.",https://tanigawadake-joch.com/en/mt-t/
Myoko Suginohara Ski Resort,Myoko Suginohara Top Elevation,summit,36.51,138.09,6086,false,"Official Prince Hotels/Ikon announcement reports Myoko Suginohara elevation of 1,855 m. Coordinates reuse resort coordinate as approximate.",https://www.princehotels.com/wp-content/uploads/2025/10/release-20251022-1.pdf
Myoko Suginohara Ski Resort,Official Resort Announcement / Snow Context,weather_station,36.51,138.09,,false,Official announcement describes Myoko Suginohara as a snowy resort with an 8.5-km route and uncompacted-snow zone. It does not identify separate live weather station coordinates in the crawled text.,https://www.princehotels.com/wp-content/uploads/2025/10/release-20251022-1.pdf
Arai Mountain Resort,Mt. Okenashi / Top Elevation,summit,36.99,138.18,4688,false,"Japan Travel official Lotte Arai page says 14 courses spread across the east side of 1,429-meter Mt. Okenashi. Coordinates reuse resort coordinate as approximate.",https://www.japan.travel/en/sports/snow/top-recommendations/lotte-arai-resort/
Arai Mountain Resort,Official Weather Report / Snow Season,weather_station,36.99,138.18,,false,Official Lotte Arai resort homepage exposes a Weather Report link/section for snow season. Station-specific elevations/coordinates were not exposed in crawlable text.,https://www.lottehotel.com/prerendered/arai-resort/en/index.html
Nekoma Mountain,Nekoma Upper Elevation,summit,37.58707,140.0343,4390,false,"Official Hoshino Resorts Nekoma English page reports upper elevation of 1,338 m / 4,390 ft. Coordinates reuse resort coordinate as approximate.",https://www.nekoma.co.jp/englp/
Nekoma Mountain,Nekoma Snow / Deep Area Context,weather_station,37.58707,140.0343,,false,"Official Nekoma page describes its high, snowy deep area and elevation range, but does not publish separate weather-station coordinates in crawlable text.",https://www.nekoma.co.jp/englp/
3 Peaks Dolomites,3 Zinnen Mountain Snow-Report Elevation,summit,46.729,12.324,7300,false,"3 Zinnen Dolomites live-info PDF reports mountain/Berg snow-height elevation at 2,225 m. Coordinates reuse aggregate resort coordinate as approximate.",https://www.dreizinnen.com/live-info/dreizinnen_dolomites_liveinfo.pdf
3 Peaks Dolomites,3 Zinnen Official Live Info,weather_station,46.729,12.324,,false,Official 3 Zinnen live-info PDF provides live snow-height and operating context; no separate station coordinates are published in the crawled PDF text.,https://www.dreizinnen.com/live-info/dreizinnen_dolomites_liveinfo.pdf
Alpe Cimbra Folgaria Lavarone,Alpe Cimbra Highest Lift/Area Elevation,summit,45.918,11.171,6070,false,"Skirama official resort network page says lifts reach 1,850 m altitude. Coordinates reuse aggregate resort coordinate as approximate.",https://www.skirama.it/it/alpe-cimbra-folgaria-lavarone
Alpe Cimbra Folgaria Lavarone,Alpe Cimbra Official Ski-Area Context,weather_station,45.918,11.171,,false,"Skirama/Alpe Cimbra source identifies ski-area context, snowmaking, and winter operations, but not a discrete geolocated weather station.",https://www.skirama.it/it/alpe-cimbra-folgaria-lavarone
Alpe Lusia – San Pellegrino,Alpe Lusia / San Pellegrino Upper Elevation,summit,46.379,11.786,8258,false,"Dolomiti-ski official ski-area page reports upper altitude 2,517 m. Coordinates reuse aggregate resort coordinate as approximate.",https://www.dolomiti-ski.it/en/ski-areas/alpe-lusia-san-pellegrino/
Alpe Lusia – San Pellegrino,Passo San Pellegrino,forecast_point,46.379,11.786,6293,false,"Dolomiti-ski official page identifies Passo San Pellegrino between Moena and Falcade at 1,918 m; useful pass-level forecast point, not a separate sensor coordinate.",https://www.dolomiti-ski.it/en/ski-areas/alpe-lusia-san-pellegrino/
Monte Bondone,Monte Bondone Mountain Snow-Report Elevation,summit,46.014,11.043,6857,false,"Skiresort.info snow report gives mountain snow-report elevation at 2,090 m. Coordinates reuse resort coordinate as approximate.",https://www.skiresort.info/ski-resort/monte-bondone/snow-report/
Monte Bondone,Monte Bondone Weather Report,weather_station,46.014,11.043,,false,Monte Bondone weather-report PDF provides current/forecast weather variables for the area; no station coordinates/elevations are exposed in crawlable text.,https://www.ilmeteo.it/pdf/meteo-monte-bondone-eng.pdf
Paganella,Cima Paganella,summit,46.166,11.004,6972,false,"Official Paganella ski map labels Cima Paganella at 2,125 m. Coordinates reuse resort coordinate as approximate.",https://www.paganella.net/files/getbyid/Ski_Map_2023%2C1052.pdf
Paganella,La Selletta - Cima Paganella Lift Range,forecast_point,46.166,11.004,6483,false,"Official lift-status page lists La Selletta - Cima Paganella lift range 1,976–2,125 m. Stored as upper-mountain forecast/context point; not a weather sensor coordinate.",https://www.paganella.net/it/live/impianti-orari
Paganella,Paganella Official Snow / Weather,weather_station,46.166,11.004,,false,"Official Paganella page says it provides weather forecast, live summit conditions, snow report, and avalanche-risk report; station coordinates are not exposed in crawled text.",https://www.paganella.net/en/snow-weather
Pejo,Pejo 3000,summit,46.355,10.674,9843,false,"Official Pejo ski-area page identifies Pejo 3000 and skiing from 3,000 m altitude. Coordinates reuse resort coordinate as approximate.",https://www.termepejo.it/en/val-di-pejo/ski-area-and-pejo-3000/
Pejo,Pejo 3000 Official Ski-Area Context,weather_station,46.355,10.674,,false,Official Visit Val di Pejo ski-area page provides Pejo 3000 ski-area context; no discrete station coordinates/elevations were found in crawlable text.,https://www.visitvaldipejo.it/en/skiarea-pejo3000
Ponte di Legno-Tonale,Presena / Top of Mountain,summit,46.258,10.584,10069,false,"Official Ponte di Legno-Tonale ski-area page says slopes descend from the top of the mountain at 3,069 m. Coordinates reuse aggregate coordinate as approximate.",https://www.pontedilegnotonale.com/en/pontedilegno-tonale-skiing/pontedilegno-tonale-ski-area/
Ponte di Legno-Tonale,Passo Tonale,forecast_point,46.258,10.584,6181,false,"Official Passo Tonale page says Passo Tonale ranges from 1,884 to 3,100 m; this row records pass-level elevation as a useful forecast point, not a sensor coordinate.",https://www.pontedilegnotonale.com/en/pontedilegno-tonale-what-to-see/passo-tonale/
Ponte di Legno-Tonale,Ponte di Legno Town Plateau,forecast_point,46.258,10.584,4127,false,"Official Ponte di Legno page gives the town plateau altitude as 1,258 m. Added as a lower/town forecast reference within the marketed ski area.",https://www.pontedilegnotonale.com/en/pontedilegno-tonale-what-to-see/ponte-di-legno/
Rio Pusteria – Bressanone,Gitschberg Jochtal Upper Ski-Area Elevation,summit,46.711,11.655,8202,false,"Dolomiti-ski official Gitschberg Jochtal page reports upper altitude 2,500 m. Coordinates reuse aggregate resort coordinate as approximate.",https://www.dolomiti-ski.it/en/ski-areas/gitschberg-jochtal/
Rio Pusteria – Bressanone,Rio di Pusteria Village,forecast_point,46.711,11.655,2549,false,"Dolomiti-ski official Gitschberg Jochtal page identifies Rio di Pusteria village at 777 m. Useful valley/town forecast reference, not a weather station.",https://www.dolomiti-ski.it/en/ski-areas/gitschberg-jochtal/
San Martino di Castrozza/Rolle Pass,Passo Rolle,summit,46.263,11.802,6526,false,"Reliable reference for Passo Rolle elevation at 1,989 m; used as pass-level forecast point because official slope report did not expose this value in crawlable text. Typed as summit/upper pass context because Passo Rolle is the higher named snow/forecast reference currently sourced for this resort group row.",https://en.wikipedia.org/wiki/Rolle_Pass
San Martino di Castrozza/Rolle Pass,Official Slope / Lift Report,weather_station,46.263,11.802,,false,"Official San Martino page provides real-time status of cable cars, gondolas, and chairlifts for San Martino di Castrozza and Passo Rolle, but does not expose station coordinates/elevations in crawled text.",https://www.sanmartino.com/EN/slopes-and-lifts/
Lutsen Mountains,Daily Snow Report / Weather Banner,weather_station,47.6637,-90.7136,,false,"Official Lutsen daily snow report/weather banner provides weather, wind, snowfall, mountain/lift/trail status, and per-mountain terrain status. Page does not identify a separately geolocated sensor, so coordinates are retained from resort base and elevation is blank.",https://www.lutsen.com/mountain-info/daily-snow-report
Lutsen Mountains,Moose Mountain Summit,summit,47.6659,-90.7205,1680,false,"USFS Draft EIS elevation reference for summit of Moose Mountain; approximate coordinates inferred from resort map context, not official station coordinates.",https://wtip.org/wp-content/uploads/2022/02/Lutsen-Mountains_Ski_Area_Expansion_Project_Draft_EIS_September_2021.pdf
Lutsen Mountains,Trail Map & Stats Context,other,47.6637,-90.7136,,false,"Official mountain-stats context reports 1,088 ft vertical rise, 825 ft lift-served vertical, 1,000 acres, 95 runs, annual snowfall, snowmaking acreage, and lift roster. It does not publish base/summit station coordinates.",https://www.lutsen.com/mountain-info/trail-map-stats
Thredbo,Central Spur / Eagles Nest Area,mid_mountain,-36.498,148.2935,6332,false,"Official trail map marks Central Spur/Eagles Nest area at 1,930 m; approximate coordinates because map does not publish decimal coordinates.",https://www.thredbo.com.au/wp-content/uploads/2023/05/Thredbo-Winter-Trail-Map.pdf
Thredbo,Karels / Thredbo Community Bell Highest Lifted Point,summit,-36.4919,148.2846,6683,false,"Official trail map marks Australia’s highest lifted point/Thredbo Community Bell at 2,037 m near Karels T-Bar. Approximate summit coordinate; not a distinct weather station unless later official sensor metadata is found.",https://www.thredbo.com.au/wp-content/uploads/2023/05/Thredbo-Winter-Trail-Map.pdf
